show_id,name,type,language,genres,status,runtime,average_runtime,premiered,ended,official_site,rating_average,network_name,country_name,country_code,summary,premiere_year,premiere_month,is_ended,show_age,genre_count,summary_word_count,summary_character_count,sentence_count,average_sentence_length,average_word_length,summary_keywords,sentiment_score,sentiment_label,summary_topic,episode_count,episode_count_category,rating_category,content_cluster,pca_component_1,pca_component_2
293,Newswipe,Variety,English,Comedy,Ended,30.0,30.0,2009-03-25,2010-02-23,http://www.bbc.co.uk/programmes/b00qbq57,7.7,BBC Four,United Kingdom,GB,Charlie Brooker sets his sights firmly on news and current affairs.,2009,3,True,17,1,11,67,1,11.0,5.09,"charlie, brooker, sets, sights, firmly",-0.1,Negative,2,12,Medium,High,0,-2.5422003457084044,-0.46751160238779127
294,The Night Shift,Scripted,English,"Drama, Action, Medical",Ended,60.0,60.0,2014-05-27,2017-08-31,http://www.nbc.com/the-night-shift,8.0,NBC,United States,US,"Welcome to The Night Shift, where the toughest and craziest cases always seem to come through the door. Every shift is a fight between the heroic efforts of saving lives and the hard truths of running an underfunded hospital.At San Antonio Memorial, the men and women who work the night shift are an irreverent and special breed, particularly adrenaline junkie TC Callahan. After three grueling tours of duty in Afghanistan, TC is about to learn that his toughest battles will be fought right here at home.",2014,5,True,12,3,86,506,4,21.75,4.75,"shift, night, toughest, three, work",0.3363095238095238,Positive,4,45,Medium,High,2,0.8039627735070303,0.5935632662725009
295,Top Chef,Reality,English,Food,Running,75.0,63.0,2006-03-08,,http://www.bravotv.com/top-chef,7.3,Bravo,United States,US,"Top Chef is a competition show in which chefs competing against each other in various culinary challenges, judged by the team of professional chefs and notable people from food industry.",2006,3,False,20,1,30,186,1,30.0,5.17,"chefs, chef, competition, show, competing",0.1625,Positive,2,337,Very Long,High,2,-0.6077941936674712,1.7635315381533123
296,Top Gear,Reality,English,Unknown,Ended,60.0,60.0,2010-11-21,2016-06-28,http://www.history.com/shows/top-gear,5.3,History,United States,US,"Hosts Tanner Foust, Adam Ferrara and Rutledge Wood embark on a new set of adventures as they test cars in extreme stunts, intense challenges and first-person reviews using their unique perspectives.",2010,11,True,16,0,31,198,1,31.0,5.12,"hosts, extreme, unique, using, reviews",0.1465909090909091,Positive,4,72,Long,Medium,1,-1.0810915692574732,0.5284379867698695
297,Undateable,Scripted,English,"Comedy, Romance",Ended,30.0,31.0,2014-05-29,2016-01-29,http://www.nbc.com/undateable,7.8,NBC,United States,US,"Undateable is a comedy series about a group of friends who are this close to finding a relationship - they just need a little help.Whether it's due to a lack of style, the wrong job or even just a bad haircut, everyone goes through a time in their lives when they're undateable. Most of us eventually grow out of it, but some people need a little more help than others. Enter Danny Burton Confident, attractive and impervious to outside opinions, 29-year-old Danny - who may be in a state of arrested development himself - decides to help out his new roommate, Justin Kearney the owner of an unsuccessful bar and a chronic overthinker, and Justin's group of oddball friends - Shelly, Burski and Brett Danny introduces the gang to his recently divorced older sister, Leslie who immediately bonds with this group of guys, as she feels a little stuck in her own life as well. The gang spends most of their time at Justin's bar, helping solve each other's respective problems over beers, and while they love to give each other a hard time, they always have each other's back.",2014,5,True,12,2,190,1071,5,38.2,4.38,"justin, group, danny, time, little",0.07168972332015812,Positive,4,35,Medium,High,0,1.374743652296836,-2.9852431400971025
298,Chasing Life,Scripted,English,"Drama, Romance, Medical",Ended,60.0,60.0,2014-06-10,2015-09-28,Not Available,7.8,Freeform,United States,US,"April is a smart, charismatic and quick witted twenty-something aspiring journalist. When not pursuing the latest scoop, April tries to balance her ambitious career with her family, which includes her widowed mom Sara rebellious little sister Brenna and her grandmother We meet April at a pivotal moment in her life: she's landed a fantastic opportunity to impress her hard-nosed Boston newspaper editor and an office romance with her super-sexy co-worker Dominic is just beginning to blossom. In an unexpected twist of fate, April lands in the hospital where her estranged uncle, George works as an oncologist, and she learns the devastating news that she has cancer. The series follows April through her journey in the face of this daunting revelation, during a time in her life when the challenges of finding love and success would be enough to keep any girl occupied. But April is determined to fight and refuses to give up her dreams and goals. Along the way, she'll find new reserves of strength and passion within and discover that facing death may really be the only way to truly live.",2014,6,True,12,3,183,1093,6,30.5,4.71,"april, life, series, finding, challenges",0.15460257335257335,Positive,4,34,Medium,High,2,2.846270536459953,-0.9380939695506242
299,Power,Scripted,English,"Drama, Crime",Ended,60.0,60.0,2014-06-07,2020-02-09,https://www.starz.com/series/power/episodes,7.9,STARZ,United States,US,"Power tells the story of James ""Ghost"" St. Patrick, a wealthy New York City nightclub owner who caters to the city's elite. He wants to build an empire, turn the club into a Fortune 500 business, but there's just one problem: Ghost is living a double life. When he is not in the club, he is the kingpin of the most lucrative drug network in New York for a very high-level clientele. His marriage, family and business all become unknowingly threatened as he is tempted to leave his criminal life behind and become the rags-to-riches businessman he wants to be most of all.",2014,6,True,12,2,103,571,5,20.6,4.19,"life, ghost, york, city, business",0.14297520661157023,Positive,4,63,Long,High,2,0.9208801702234986,0.1908472190525025
300,Murder in the First,Scripted,English,"Drama, Crime, Mystery",Ended,60.0,60.0,2014-06-09,2016-09-04,http://www.tntdrama.com/shows/murder-in-the-first.html,7.8,TNT,United States,US,"Murder in the First follows homicide detectives Terry English and Hildy Mulligan as they investigate two seemingly unrelated murders. The mystery deepens, however, when they find both murders have a common denominator in a Silicon Valley wunderkind.",2014,6,True,12,3,37,249,2,18.5,5.65,"murders, murder, first, valley, silicon",-0.016666666666666663,Neutral,2,32,Medium,High,2,-0.17107680245937798,1.2636536610746425
301,Hart of Dixie,Scripted,English,"Drama, Comedy, Romance",Ended,60.0,60.0,2011-09-26,2015-03-27,Not Available,7.9,The CW,United States,US,"Fast-talking New Yorker and brand new doctor Zoe Hart has it all figured out - after graduating top of her class from medical school, she'll follow in her father's footsteps and become a cardio-thoracic surgeon. But when her dreams fall apart, Zoe decides to accept an offer from a stranger, Dr. Harley Wilkes, to work with him at his small practice in Bluebell, Alabama. Zoe arrives in this small Gulf Coast town only to find that Harley has passed away and left his half of the medical practice to her in his will.",2011,9,True,15,3,93,516,4,23.25,4.27,"harley, small, practice, medical, fast",0.010606060606060605,Neutral,4,76,Long,High,2,0.8168385908353963,0.5739077292917946
302,Trailer Park Boys,Scripted,English,"Comedy, Crime",Running,60.0,25.0,2001-04-22,,https://www.netflix.com/title/70153385,7.6,Unknown,Unknown,Unknown,Follow the booze-fueled misadventures of three longtime pals and petty serial criminals who run scams from their Nova Scotia trailer park.,2001,4,False,25,2,21,138,1,21.0,5.27,"follow, booze, fueled, misadventures, three",0.0,Neutral,2,105,Long,High,2,-1.800107303921285,0.4919602571653656
303,Deadbeat,Scripted,English,"Comedy, Supernatural",Ended,60.0,22.0,2014-04-09,2016-04-20,http://www.hulu.com/deadbeat,6.7,Unknown,Unknown,Unknown,"Deadbeat follows Kevin Pacalioglu, who may have no money and no clue, but he can see dead people, so that's pretty cool. Faced with a constant stream of stubborn spirits, Pac goes to whatever lengths require the least amount of effort to help New York City's most frivolous ghosts finish their unfinished business.",2014,4,True,12,2,53,314,2,26.5,4.62,"deadbeat, follows, unfinished, finish, ghosts",0.10519480519480519,Positive,4,36,Medium,Medium,1,-1.0168742523541998,-0.4660723440064866
304,The Venture Bros.,Animation,English,"Comedy, Adventure",Ended,30.0,30.0,2003-02-16,2023-07-21,http://www.adultswim.com/videos/the-venture-bros/,8.2,Adult Swim,United States,US,"The Venture Bros. is an American animated television series that premiered on Cartoon Network's Adult Swim on February 16, 2003. The series mixes action and comedy together while it chronicles the adventures of the Venture family: well-meaning but incompetent teenagers Hank and Dean Venture; their emotionally insecure, ethically challenged super-scientist father Dr. Thaddeus ""Rusty"" Venture; the family's bodyguard, originally the ultra-violent and macho secret agent Brock Samson and his later replacement, reformed super villain and ""cured"" pedophile Sergeant Hatred; and the family's self-proclaimed arch-nemesis, the Monarch, a butterfly-themed super villain.",2003,2,True,23,2,90,666,4,22.5,5.61,"venture, family, super, series, villain",0.01742424242424243,Neutral,1,81,Long,High,0,-0.6074814482890428,-1.4561112806155283
305,Black Mirror,Scripted,English,"Drama, Science-Fiction, Thriller",Running,60.0,62.0,2011-12-04,,https://www.netflix.com/title/70264888,8.4,Unknown,Unknown,Unknown,"Over the last ten years, technology has transformed almost every aspect of our lives before we've had time to stop and question it. In every home; on every desk; in every palm - a plasma screen; a monitor; a smartphone--a black mirror of our 21st Century existence. Black Mirror is a contemporary British re-working of The Twilight Zone with stories that tap into the collective unease about our modern world.",2011,12,False,15,3,70,409,3,23.33,4.55,"every, mirror, black, last, smartphone",0.004166666666666669,Neutral,3,32,Medium,High,2,0.49288589292683616,1.014971595765712
306,Broadchurch,Scripted,English,"Drama, Crime, Mystery",Ended,60.0,60.0,2013-03-04,2017-04-17,http://www.itv.com/theendiswhereitbegins,8.4,ITV1,United Kingdom,GB,"David Tennant, Olivia Colman, Andrew Buchan and Jodie Whittaker, star in Broadchurch – a brand new powerful, thought provoking drama series by Kudos Film and Television for ITV.The sadness of losing a child consumes the family, Beth and Mark Latimer their daughter 15-year-old Chloe and Beth's mum Liz as they attempt to cope with their grief, everyday normal life and the abruptness of the unwarranted attention heaped upon them. Devastated by their loss, it's the most stressful and emotional time in their lives as they struggle to relate to their friends, neighbours, the church, the press, and the police.",2013,3,True,13,3,99,610,3,33.33,4.81,"beth, david, upon, attempt, cope",0.01233766233766233,Neutral,1,24,Medium,High,2,1.1453113239307195,0.43514033024842813
307,Bluestone 42,Scripted,English,"Drama, Comedy, War",Ended,30.0,30.0,2013-03-05,2015-04-13,http://www.bbc.co.uk/programmes/b03n3bsz,7.1,BBC Three,United Kingdom,GB,Comedy drama series following the lives of a bomb disposal detachment serving in Afghanistan.,2013,3,True,13,3,14,93,1,14.0,5.64,"comedy, drama, series, following, lives",0.0,Neutral,1,20,Medium,High,0,-2.1208715312628597,-0.3303100580410287
308,Matador,Scripted,English,"Drama, Action",Ended,60.0,60.0,2014-07-15,2014-10-07,Not Available,6.9,El Rey Network,United States,US,"Shot in Los Angeles, the irreverent, adrenaline-filled series chronicles the unlikely rise of Tony ""Matador"" Bravo a professional soccer player for the LA Riot who comes to be known as much for his antics off the field as his moves on it. But what his fans and family don't realize is that it's all a cover - in truth, he is a skilled covert operative executing missions for the CIA. Agent Bravo, nicknamed Matador after he takes out a top player known as ""The Bull"" during tryouts for the team, finds himself suddenly thrust into a clandestine world. But, in balancing his dueling roles, he will be forced to confront the question of his true identity... and it is this mission that may prove to be his most dangerous.",2014,7,True,12,2,129,719,5,25.8,4.34,"player, matador, bravo, known, clandestine",0.07500000000000001,Positive,2,13,Medium,Medium,1,1.4056984947116982,-0.3712992439202281
309,Rogue,Scripted,English,"Action, Crime",Ended,60.0,60.0,2013-04-03,2017-05-24,http://rogue.directv.com/,7.6,Audience Network,United States,US,"Grace has left her life as an undercover cop to be a better mother to her daughter. She's recently separated from Tom and with the arrival of her estranged mother, she's got plenty of drama at home. Grace's new job as a handler for an FBI task force has her investigating corporate espionage in San Francisco. But when her undercover operative, Sarah, goes missing, Grace is forced to go back undercover to save her. That's when she meets Ethan the owner of the security consultancy Sarah investigated before disappearing. Grace looks to gain Ethan's trust to learn what happened to Sarah, but Ethan has his own agenda. His close friend and business partner was murdered the night Sarah vanished. He's determined to find who's responsible—creating a dangerous game of cat and mouse. As Grace gets closer to Ethan, her feelings grow. But can she trust him?",2013,4,True,13,2,146,855,10,14.6,4.45,"grace, sarah, ethan, undercover, mother",-0.023966942148760332,Neutral,2,50,Medium,High,2,1.8381548645346175,-0.5365405811920986
310,Married,Scripted,English,"Drama, Comedy, Romance",Ended,30.0,30.0,2014-07-17,2015-10-01,http://www.fxnetworks.com/shows/married/about,5.1,FX,United States,US,"Married is about being miserably in love. Russ and Lina Bowman can barely remember what it was like before kids, debt, and suburbia rained on their romance. But every once in a while, in between arguments about their declining sex life and who's driving carpool, they are reminded what drew them together in the first place — they're best friends.",2014,7,True,12,3,60,347,3,20.0,4.56,"married, every, best, place, first",0.41,Positive,4,23,Medium,Medium,1,-1.3219591394807384,-1.3413997549078231
311,Satisfaction,Scripted,English,"Drama, Comedy, Romance",Ended,60.0,60.0,2014-07-17,2015-12-18,http://www.usanetwork.com/satisfaction,7.6,USA Network,United States,US,"In Satisfaction, investment advisor Neil Truman and his wife Grace are sifting through their stagnant relationship when Neil discovers that Grace has been seeing a male escort. After an unusual chain of events, he gains a new perspective on his life and what motivates women, while Grace contemplates whether her needs are being met and if her marriage is worth saving.",2014,7,True,12,3,61,369,2,30.5,4.98,"grace, neil, satisfaction, chain, worth",0.1590909090909091,Positive,4,20,Medium,High,2,0.2834196363269226,0.890397061630484
312,You're the Worst,Scripted,English,"Drama, Comedy, Romance",Ended,30.0,31.0,2014-07-17,2019-04-03,http://www.fxnetworks.com/shows/youre-the-worst,7.7,FXX,United States,US,"You're the Worst is a comedic love story about what happens when two toxic, self-destructive people fall in love despite themselves and attempt the impossible - a relationship...",2014,7,True,12,3,28,178,1,28.0,4.97,"love, worst, comedic, story, happens",-0.16666666666666666,Negative,4,62,Long,High,0,-1.759494274718442,-0.4262716595421878
313,Plebs,Scripted,English,Comedy,Ended,30.0,30.0,2013-03-25,2022-12-08,https://www.itv.com/watch/plebs/2a1873/2a1873a0023,7.1,ITV2,United Kingdom,GB,"Rome is traditionally imagined as the home of emperors and senators, generals and gladiators, a dignified theatre of pomp and ceremony. But what about the little guys, the wasters - new to the big city, stuck in office jobs, unable to get the girls? Plebs follows three desperate young men from the suburbs as they try to get laid, hold down jobs and climb the social ladder in the big city - a city that happens to be Ancient Rome.",2013,3,True,13,1,80,432,3,26.67,4.38,"city, rome, jobs, young, girls",-0.11733585858585857,Negative,4,38,Medium,High,0,-1.1593264120294455,-1.6230361150208428
314,VICE,News,English,"Drama, Crime",Ended,30.0,30.0,2013-04-05,2023-06-25,https://www.sho.com/vice,7.6,Paramount+ with Showtime,United States,US,"VICE explores today's most pressing issues, from civil unrest and hotbeds of terrorism, to unchecked government corruption and looming environmental catastrophes.",2013,4,True,13,2,21,162,1,21.0,6.27,"vice, explores, today, pressing, issues",0.5,Positive,2,164,Long,High,0,-2.1214579162027554,-0.5284349883993246
315,Archer,Animation,English,"Comedy, Action, Espionage",Ended,60.0,30.0,2009-09-17,2023-12-17,http://www.fxnetworks.com/archer,8.3,FXX,United States,US,"Archer is an animated, half-hour comedy set at the International Secret Intelligence Service, a spy agency where espionage and global crises are merely opportunities for its highly trained employees to confuse, undermine, betray and royally screw each other.",2009,9,True,17,3,38,258,1,38.0,5.51,"archer, crises, royally, betray, undermine",-0.14416666666666667,Negative,1,143,Long,High,2,-0.9548527437022549,0.5200747142251971
316,The Missing,Scripted,English,"Drama, Crime, Thriller",Ended,60.0,60.0,2014-10-28,2016-11-30,http://www.bbc.co.uk/programmes/b07xt09g,8.0,BBC One,United Kingdom,GB,Thriller series exploring the emotional fallout of a child's abduction not only on the family but on the wider community.,2014,10,True,12,3,20,121,1,20.0,4.76,"thriller, series, exploring, emotional, fallout",0.0,Neutral,0,16,Medium,High,2,-0.5518991231055742,1.5848095079638702
317,Vicious,Scripted,English,Comedy,Ended,60.0,30.0,2013-04-29,2016-12-16,Not Available,8.0,ITV1,United Kingdom,GB,"Vicious tells the story of partners Freddie and Stuart, who have lived together in a small central London flat for nearly 50 years. Constantly picking each other apart and holding on to petty slights for decades, Freddie and Stuart are always at each other s throats, cracking snide remarks aimed at the other's age, appearance and flaws. However, underneath their vicious, co-dependent fighting, they have a deep love for one another. Freddie and Stuart are often joined by feisty best friend Violet and Ash, their young, upstairs neighbor.",2013,4,True,13,1,88,541,4,22.0,4.91,"freddie, stuart, vicious, love, aimed",-0.06785714285714285,Negative,4,12,Medium,High,2,-0.13305548752181207,-0.7415237465523611
318,Community,Scripted,English,Comedy,Ended,30.0,30.0,2009-09-17,2015-06-02,http://www.nbc.com/community,8.3,Unknown,Unknown,Unknown,"Community is a smart, exuberant comedy that is consistently ranked as one of the most inventive and original half-hours on television. This ensemble comedy centers around a tight-knit group of friends who all met at what is possibly the world's worst educational institution - Greendale Community College.",2009,9,True,17,1,47,305,2,23.5,5.14,"community, comedy, around, greendale, institution",0.12658730158730158,Positive,1,110,Long,High,0,-1.7506540477670098,-0.9244752941404312
319,Cougar Town,Scripted,English,Comedy,Ended,30.0,30.0,2009-09-23,2015-03-31,Not Available,7.4,TBS,United States,US,"Jules Cobb is a mom in her forties facing the often humorous challenges, pitfalls and rewards of life's next chapter. Along for the journey is her son, her ex-husband, her husband/neighbor and her friends who together make up her dysfunctional, but supportive and caring extended family... even if they have a funny way of showing it sometimes.",2009,9,True,17,1,57,344,3,19.0,4.6,"husband, cobb, showing, funny, even",0.3125,Positive,0,102,Long,High,0,-1.6395311900083185,-1.1956902403213225
320,The Fall,Scripted,English,"Drama, Crime, Thriller",Ended,60.0,62.0,2013-05-13,2016-10-28,http://www.bbc.co.uk/programmes/p0295tcf,8.0,BBC Two,United Kingdom,GB,"This gripping psychological thriller forensically examines the lives of two hunters; one a serial killer that stalks his victims at random, and the other a high-powered detective superintendent brought in to catch him.",2013,5,True,13,3,33,218,1,33.0,5.35,"gripping, psychological, brought, superintendent, detective",-0.03125,Neutral,2,17,Medium,High,2,-0.21701199810662522,1.4405995680346577
321,Arrested Development,Scripted,English,"Comedy, Family",Ended,60.0,30.0,2003-11-02,2019-03-15,https://www.netflix.com/title/70140358,8.2,Unknown,Unknown,Unknown,"After being passed over as partner at The Bluth Co., widower Michael resolves to quit the family business and move away to spend more quality time with his 13-year-old son, George Michael. But when his father George Bluth Sr. is arrested for shifty accounting practices and the family assets are frozen, Michael is forced to stay in Orange County to help his wildly eccentric family pick up the pieces.",2003,11,True,23,2,69,402,4,17.5,4.61,"michael, family, bluth, george, passed",0.06666666666666665,Positive,0,84,Long,High,2,-0.6231801772992138,-0.007849217821609546
322,Hit the Floor,Scripted,English,"Drama, Romance, Sports",Ended,60.0,60.0,2013-05-27,2018-08-28,https://www.bet.com/shows/hit-the-floor/,7.1,BET,United States,US,"Hit the Floor explores the sexy world of professional basketball and the dancers who make the fans (and players) go wild. The Los Angeles Devils are the number one team in the league. When the arena lights go on all of Hollywood comes out to support the million dollar players. But in this city these men share the fame, adrenalin, money, sex and power with their dancers, the Devil Girls.",2013,5,True,13,3,70,389,4,17.5,4.43,"dancers, players, floor, lights, devil",0.2333333333333333,Positive,4,40,Medium,High,2,0.3476430760571895,0.7405381762544861
323,White Collar,Scripted,English,"Drama, Comedy, Crime",Ended,60.0,60.0,2009-10-23,2014-12-18,https://www.usanetwork.com/whitecollar,8.2,USA Network,United States,US,"The series focuses on the unlikely partnership between the very intelligent and charming con-artist Neal Caffrey and the hard-working and earnest FBI agent Peter Burke. In exchange for his freedom, and on the condition that he wear an ankle bracelet at all times, Caffrey provides his expertise in thievery to help Burke and agents Clinton Jones and Diana Berrigan catch other elusive white collar criminals.",2009,10,True,17,3,65,408,2,32.5,5.04,"burke, caffrey, series, clinton, times",0.215,Positive,2,81,Long,High,2,0.31559431619605843,1.0118588809543738
324,MasterChef,Reality,English,Food,Running,60.0,60.0,2010-07-27,,http://www.fox.com/masterchef,6.7,FOX,United States,US,Three celebrated food experts put the latest group of contestants through a series of challenging elimination rounds and turn one home cook into a culinary master.,2010,7,False,16,1,26,163,1,26.0,5.27,"three, celebrated, food, experts, latest",0.3375,Positive,1,308,Very Long,Medium,1,-1.0517025250205463,1.0823681413459412
325,Being Mary Jane,Scripted,English,"Drama, Family",Ended,60.0,61.0,2013-07-02,2017-09-19,http://www.bet.com/shows/being-mary-jane.html,7.8,BET,United States,US,"Mary Jane Paul is a one-woman show: a successful TV news anchor, entirely self-sufficient – an all-around powerhouse who remains devoted to a family that doesn't share her motivation.  As Mary Jane juggles her life, her work and her commitment to her family, we find out how far she's willing to go to find the puzzle pieces that she, and society, insist are missing from her life as a single Black female.",2013,7,True,13,2,72,406,2,36.0,4.21,"mary, find, family, life, jane",0.09576719576719578,Positive,0,51,Long,High,2,0.30857346187627616,0.6695633483030904
326,Undercover Boss,Reality,English,Unknown,Ended,60.0,60.0,2010-02-07,2022-04-08,http://www.cbs.com/shows/undercover_boss/,6.1,CBS,United States,US,"Undercover Boss is a reality series that follows high level corporate executives as they slip anonymously into the lowest level jobs within their companies. Once undercover, they'll get their hands dirty with the rank and file, find out what their employees REALLY think of them and discover how smoothly their companies are REALLY run. In the process, these senior executives learn about themselves, the perception of their company and the spirit of their work force.",2010,2,True,16,0,75,468,3,25.0,5.08,"undercover, really, companies, level, executives",-0.06285714285714286,Negative,2,127,Long,Medium,1,-0.11261862372729833,-0.012437024344442073
327,Inside Amy Schumer,Variety,English,Comedy,Ended,60.0,29.0,2013-04-30,2022-11-10,https://www.paramountplus.com/shows/inside-amy-schumer/,5.6,Unknown,Unknown,Unknown,"Inside Amy Schumer is the new series featuring Schumer's provocative and hilariously wicked mind, as she explores topics revolving around sex, relationships, and the general clusterf*ck that is life through a series of scripted vignettes, stand-up comedy, and man-on-the-street interviews.",2013,4,True,13,1,40,289,1,40.0,5.17,"series, schumer, inside, relationships, street",0.2287878787878788,Positive,1,44,Medium,Medium,1,-1.2976799217424035,-0.4498709278042877
328,Midsomer Murders,Scripted,English,"Drama, Crime, Mystery",Running,60.0,117.0,1998-03-22,,https://acorn.tv/midsomermurders/,7.9,Unknown,Unknown,Unknown,"Based originally on the books by Caroline Graham, each self-contained episode of two hours is a classic whodunit revolving around Detective Chief Inspector Barnaby and his partner, and their efforts to solve the numerous gruesome murders which take place in the picturesque countryside of Midsomer County.",1998,3,False,28,3,46,305,1,46.0,5.45,"based, inspector, midsomer, countryside, picturesque",-0.11458333333333334,Negative,2,141,Long,High,2,1.007950965975014,3.215367365656608
329,Shark Tank,Reality,English,Unknown,Running,60.0,60.0,2009-08-09,,https://abc.com/shows/shark-tank,6.7,ABC,United States,US,"Shark Tank is an American reality television series where entrepreneurs pitch their business ideas to a panel of wealthy investors, known as ""Sharks,"" who risk their own money to invest in promising ventures in exchange for equity. The show follows aspiring entrepreneurs as they present their products or services to the Sharks, who critically evaluate the businesses and can either make a deal or pass, leading to either success or a potentially rejected venture.   ",2009,8,False,17,0,74,468,2,37.0,5.19,"either, entrepreneurs, sharks, businesses, follows",0.2,Positive,1,377,Very Long,Medium,1,-0.22381853760122916,0.18330638816409928
330,On the Menu,Reality,English,Food,Ended,60.0,60.0,2014-10-03,2014-12-05,Not Available,7.7,TNT,United States,US,On the Menu is the first cooking competition show ever to give viewers the chance to taste the winning dish after every episode. Each week a group of passionate home cooks are challenged to create a new signature dish for well-known national restaurants.,2014,10,True,12,1,43,254,2,21.5,4.75,"dish, menu, week, national, known",0.20909090909090908,Positive,4,10,Short,High,2,-0.41448363324190607,0.8317064708362997
331,Deal With It,Reality,English,Unknown,Ended,30.0,30.0,2013-07-17,2014-12-19,Not Available,7.7,TBS,United States,US,"From executive producer Howie Mandel comes a hidden-camera game show in which everyday people are secretly dared to pull a prank on their unwitting companions with no time to prepare. By agreeing to participate, the contestant must obey all instructions given through an earpiece by host Theo Von and his celebrity guest hiding in a secret control room nearby. These unsuspecting members of the public will be tasked with pulling off some of the most ridiculous behavior ever caught on camera for the opportunity to win cash prizes... if they can deal with it!",2013,7,True,13,0,94,560,4,23.5,4.83,"camera, executive, members, host, theo",-0.029166666666666646,Neutral,3,28,Medium,High,0,-0.8971539381251333,-1.9812321306002147
332,Alpha House,Scripted,English,"Drama, Comedy",Ended,60.0,27.0,2013-04-19,2014-10-24,https://www.amazon.com/Alpha-House-Season-1/dp/B00CDZFRAI,7.1,Unknown,Unknown,Unknown,"Delivering hilarious insider insights from the master of political satire, the new season of Alpha House finds the Senators maneuvering the hallways of Capitol Hill with a looming midterm election and an unclear political future. Republican Senators Biggs, Bettencourt, and Laffer, having survived bruising primaries, are facing strong Democratic challengers and will use every trick in the book to woo voters on the road to re-election. Meanwhile, Senator Guzman prepares for a 2016 bid for the presidency, a pursuit that will bring him into possible competition with one of his roommates.",2013,4,True,13,2,91,590,3,30.33,5.33,"political, election, senators, delivering, voters",0.15281385281385282,Positive,4,21,Medium,High,2,0.0030901483095348804,-0.8806226118602963
333,The Game,Scripted,English,"Drama, Comedy, Sports",Ended,30.0,30.0,2006-10-01,2015-08-05,https://www.paramountplus.com/shows/the-game/,7.7,Unknown,Unknown,Unknown,"From creators Mara Brock Akil and Kelsey Grammer, comes a comedy about three special woman, each in a relationship with one of three hard-working football players. Melanie is trying to work her relationship with Derwin, her boyfriend, while Tasha Mack balances the relationship she has with her son, Malik and with her job. Kelly and Jason are also working hard to make their relationship last.The Game focuses on each of the relationships present in these women's lives -- those with both friends and lovers -- as they learn the rules of the game.",2006,10,True,20,3,93,548,4,23.5,4.69,"relationship, hard, three, game, working",-0.14690476190476193,Negative,4,147,Long,High,0,-0.6392709439382268,-1.2621918366137308
334,Drunk History,Variety,English,"Comedy, History",Ended,30.0,30.0,2013-07-09,2019-08-06,http://www.cc.com/shows/drunk-history,6.2,Comedy Central,United States,US,"Based on the popular web series, Drunk History is the liquored-up narration of our nation's history. Host Derek Waters, along with an ever-changing cast of actors and comedians, travels across the country to present the rich tales that every city in this land has to offer. Booze helps bring out the truth. It's just that sometimes the truth is a little incoherent.",2013,7,True,13,2,62,365,4,15.5,4.44,"history, truth, based, land, present",0.014583333333333332,Neutral,1,70,Long,Medium,1,-1.3896005825021067,-1.352722271036007
335,Sherlock,Scripted,English,"Drama, Crime, Mystery",Ended,90.0,90.0,2010-07-25,2017-01-15,http://www.bbc.co.uk/programmes/b018ttws,8.9,BBC One,United Kingdom,GB,"Sherlock Holmes and Dr. John Watson's adventures in 21st Century London. A thrilling, funny, fast-paced contemporary reimagining of the Arthur Conan Doyle classic.",2010,7,True,16,3,23,163,3,7.67,5.42,"sherlock, fast, doyle, conan, arthur",0.16666666666666666,Positive,3,12,Medium,High,2,0.9182510529592592,3.594105944887186
336,Marvel's Agent Carter,Scripted,English,"Action, Adventure, Science-Fiction",Ended,60.0,60.0,2015-01-06,2016-03-01,http://abc.go.com/shows/marvels-agent-carter,8.0,ABC,United States,US,"Marvel's Agent Carter, starring Captain America's Hayley Atwell, follows the story of Peggy Carter. It's 1946, and peace has dealt Peggy Carter a serious blow as she finds herself marginalized when the men return home from fighting abroad. Working for the covert SSR (Strategic Scientific Reserve), Peggy must balance doing administrative work and going on secret missions for Howard Stark all while trying to navigate life as a single woman in America, in the wake of losing the love of her life—Steve Rogers. Inspired by the feature films Captain America: The First Avenger and Captain America: The Winter Soldier, along with the short Marvel One-Shot: Agent Carter.",2015,1,True,11,3,107,668,4,26.75,4.85,"carter, america, captain, peggy, marvel",-0.036394557823129246,Neutral,4,18,Medium,High,2,1.3415831865418042,0.19891947882346692
337,Ramsay's Costa Del Nightmares,Reality,English,Food,Ended,60.0,60.0,2014-09-23,2014-10-14,http://www.channel4.com/programmes/ramsays-costa-del-nightmares,6.7,Channel 4,United Kingdom,GB,"Gordon Ramsay visits some of Europe's holiday hotspots, meeting Brits abroad struggling with restaurants in crisis.",2014,9,True,12,1,16,115,1,16.0,5.71,"gordon, ramsay, visits, europe, holiday",0.0,Neutral,4,4,Short,Medium,1,-1.013583239448696,1.0575681423185477
338,Secrets and Lies,Scripted,English,"Drama, Crime, Thriller",Ended,60.0,60.0,2015-03-01,2016-12-04,http://abc.go.com/shows/secrets-and-lies/news/updates/secrets-and-lies-returning-for-season-2-050815,7.4,ABC,United States,US,"The explosive power of people's secrets and lies will once again take center stage in season two of ABC's hit drama, Secrets and Lies. No matter who you are, everyone has secrets and everybody tells lies. What will people do to keep their most intimate, devastating indiscretions from ruining their lives?",2015,3,True,11,3,51,305,3,17.0,4.66,"secrets, lies, people, explosive, everybody",-0.09999999999999998,Negative,3,20,Medium,High,2,0.06937942803399949,0.9998062090532639
